id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
111	Listeria monocytogenes	AAAAFG.gz	AAAAFG010000001-AAAAFG010000014	14	2953344	BCT	2018-10-17	2019-02-08	PRJNA212117	SAMN10251776	SRR8069672	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
112	Listeria monocytogenes	AAAAFH.gz	AAAAFH010000001-AAAAFH010000023	23	3013347	BCT	2018-10-15	2019-02-08	PRJNA212117	SAMN10241688	SRR8056333	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
113	Listeria monocytogenes	AAAAFI.gz	AAAAFI010000001-AAAAFI010000025	25	2943649	BCT	2018-09-26	2019-02-08	PRJNA212117	SAMN10133142	SRR7905042	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
114	Listeria monocytogenes	AAAAFJ.gz	AAAAFJ010000001-AAAAFJ010000022	22	3154137	BCT	2018-10-19	2019-02-08	PRJNA212117	SAMN10261239	SRR8080669	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
115	Listeria monocytogenes	AAAAFK.gz	AAAAFK010000001-AAAAFK010000059	59	2976972	BCT	2018-10-19	2019-02-08	PRJNA212117	SAMN10262273	SRR8081660	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
116	Listeria monocytogenes	AAAAFL.gz	AAAAFL010000001-AAAAFL010000057	57	3143058	BCT	2018-10-19	2019-02-08	PRJNA212117	SAMN10262274	SRR8081661	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
117	Listeria monocytogenes	AAAAFM.gz	AAAAFM010000001-AAAAFM010000207	207	3038725	BCT	2018-10-09	2020-03-09	PRJNA215355	SAMN10169316	SRR7989279	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
118	Listeria monocytogenes	AAAAFN.gz	AAAAFN010000001-AAAAFN010000031	31	3073869	BCT	2018-09-10	2019-02-08	PRJNA215355	SAMN10026611	SRR7814593	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
119	Listeria monocytogenes	AAAAFO.gz	AAAAFO010000001-AAAAFO010000117	117	3083291	BCT	2018-09-21	2020-03-09	PRJNA215355	SAMN02921663	SRR7889365	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
120	Listeria monocytogenes	AAAAFP.gz	AAAAFP010000001-AAAAFP010000021	21	3135411	BCT	2018-10-04	2019-02-08	PRJNA215355	SAMN10178501	SRR7966658	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
121	Listeria monocytogenes	AAAAFQ.gz	AAAAFQ010000001-AAAAFQ010000022	22	3022989	BCT	2018-09-18	2020-03-09	PRJNA215355	SAMN02921600	SRR7869062	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
122	Listeria monocytogenes	AAAAFR.gz	AAAAFR010000001-AAAAFR010000014	14	2909066	BCT	2018-08-22	2019-02-08	PRJNA215355	SAMN02729964	SRR1265005	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
123	Listeria monocytogenes	AAAAFS.gz	AAAAFS010000001-AAAAFS010000017	17	3053111	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN04145942	SRR2585413	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
124	Listeria monocytogenes	AAAAFT.gz	AAAAFT010000001-AAAAFT010000019	19	2962604	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN02922665	SRR1763800	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
125	Listeria monocytogenes	AAAAFU.gz	AAAAFU010000001-AAAAFU010000029	29	3128549	BCT	2018-06-27	2019-02-08	PRJNA215355	SAMN03736737	SRR3184170	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
126	Listeria monocytogenes	AAAAFV.gz	AAAAFV010000001-AAAAFV010000021	21	3107977	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN03274505	SRR1744018	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
127	Listeria monocytogenes	AAAAFW.gz	AAAAFW010000001-AAAAFW010000019	19	2973043	BCT	2018-08-22	2019-02-08	PRJNA215355	SAMN03801240	SRR2081164	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
128	Listeria monocytogenes	AAAAFX.gz	AAAAFX010000001-AAAAFX010000029	29	3095978	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN02921654	SRR2585427	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
129	Listeria monocytogenes	AAAAFY.gz	AAAAFY010000001-AAAAFY010000047	47	3078510	BCT	2018-08-22	2019-02-08	PRJNA215355	SAMN03890907	SRR2163250	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
130	Listeria monocytogenes	AAAAFZ.gz	AAAAFZ010000001-AAAAFZ010000015	15	3057874	BCT	2018-08-22	2019-02-08	PRJNA212117	SAMN02335216	SRR1041622	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
131	Listeria monocytogenes	AAAAGA.gz	AAAAGA010000001-AAAAGA010000056	56	3029444	BCT	2018-06-27	2019-02-08	PRJNA212117	SAMN04528814	SRR3473964	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
132	Listeria monocytogenes	AAAAGB.gz	AAAAGB010000001-AAAAGB010000030	30	2955188	BCT	2018-10-16	2019-02-08	PRJNA212117	SAMN10243025	SRR8058383	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
133	Listeria monocytogenes	AAAAGC.gz	AAAAGC010000001-AAAAGC010000054	54	3090654	BCT	2018-09-06	2019-02-08	PRJNA212117	SAMN09984821	SRR7796231	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
134	Listeria monocytogenes	AAAAGD.gz	AAAAGD010000001-AAAAGD010000024	24	3104064	BCT	2018-06-27	2020-03-09	PRJNA215355	SAMN04192070	SRR2905861	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
135	Listeria monocytogenes	AAAAGE.gz	AAAAGE010000001-AAAAGE010000198	198	3237239	BCT	2018-08-23	2019-02-08	PRJNA215355	SAMN06330447	SRR5278859	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
136	Listeria monocytogenes	AAAAGF.gz	AAAAGF010000001-AAAAGF010000263	263	3521769	BCT	2018-08-23	2019-02-08	PRJNA215355	SAMN06477643	SRR5341906	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
137	Listeria monocytogenes	AAAAGG.gz	AAAAGG010000001-AAAAGG010000028	28	3083349	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN05589136	SRR4039749	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
138	Listeria monocytogenes	AAAAGH.gz	AAAAGH010000001-AAAAGH010000020	20	3077642	BCT	2018-06-27	2020-03-09	PRJNA215355	SAMN02922097	SRR3579419	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
139	Listeria monocytogenes	AAAAGI.gz	AAAAGI010000001-AAAAGI010000031	31	3087478	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN02923209	SRR2082816	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
140	Listeria monocytogenes	AAAAGJ.gz	AAAAGJ010000001-AAAAGJ010000026	26	3011905	BCT	2018-08-22	2020-03-09	PRJNA215355	SAMN02923207	SRR2082854	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
141	Salmonella enterica	AAAAGK.gz	AAAAGK010000001-AAAAGK010000054	54	4963025	BCT	2018-05-17	2019-02-11	PRJNA271470	SAMN08640036	SRR7174964	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
142	Shigella sonnei	AAAAGL.gz	AAAAGL010000001-AAAAGL010000473	473	4766290	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214378	SRR7172288	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
143	Salmonella enterica	AAAAGM.gz	AAAAGM010000001-AAAAGM010000066	66	4840663	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217693	SRR7175029	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
144	Shigella sonnei	AAAAGN.gz	AAAAGN010000001-AAAAGN010000437	437	4574099	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09213511	SRR7170929	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
145	Salmonella enterica	AAAAGO.gz	AAAAGO010000001-AAAAGO010000260	260	4697468	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217528	SRR7174810	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
146	Salmonella enterica	AAAAGP.gz	AAAAGP010000001-AAAAGP010000042	42	4730399	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217639	SRR7174974	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
147	Salmonella enterica	AAAAGQ.gz	AAAAGQ010000001-AAAAGQ010000071	71	4731292	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217489	SRR7174623	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
148	Salmonella enterica	AAAAGR.gz	AAAAGR010000001-AAAAGR010000180	180	4620253	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217687	SRR7175022	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
149	Salmonella enterica	AAAAGS.gz	AAAAGS010000001-AAAAGS010000040	40	4738678	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09219456	SRR7175687	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
150	Escherichia coli	AAAAGT.gz	AAAAGT020000001-AAAAGT020000228	228	5375285	BCT	2018-05-17	2020-03-07	PRJNA315192	SAMN09214406	SRR7172298	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
151	Salmonella enterica	AAAAGU.gz	AAAAGU010000001-AAAAGU010000049	49	4803823	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217664	SRR7174991	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
152	Shigella sonnei	AAAAGV.gz	AAAAGV010000001-AAAAGV010000471	471	4553819	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214409	SRR7172280	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
153	Salmonella enterica subsp. enterica	AAAAGW.gz	AAAAGW010000001-AAAAGW010000063	63	4736313	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214584	SRR7172451	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
154	Salmonella enterica	AAAAGX.gz	AAAAGX010000001-AAAAGX010000058	58	4762704	BCT	2018-05-17	2019-02-11	PRJNA186035	SAMN09217706	SRR7175041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
155	Shigella sonnei	AAAAGY.gz	AAAAGY010000001-AAAAGY010000390	390	4477411	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09213500	SRR7170930	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
156	Shigella sonnei	AAAAGZ.gz	AAAAGZ010000001-AAAAGZ010000422	422	4421372	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214359	SRR7172157	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
157	Shigella flexneri	AAAAHA.gz	AAAAHA010000001-AAAAHA010000352	352	4360496	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214364	SRR7172158	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
158	Shigella sonnei	AAAAHB.gz	AAAAHB010000001-AAAAHB010000439	439	4547409	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09213489	SRR7170934	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
159	Shigella sonnei	AAAAHC.gz	AAAAHC010000001-AAAAHC010000434	434	4584848	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09213540	SRR7170936	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
160	Salmonella enterica subsp. enterica serovar Anatum	AAAAHD.gz	AAAAHD010000001-AAAAHD010000050	50	4623585	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214734	SRR7172594	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
161	Salmonella enterica subsp. enterica serovar Stanley	AAAAHE.gz	AAAAHE010000001-AAAAHE010000050	50	4800306	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214736	SRR7172591	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
162	Shigella sonnei	AAAAHF.gz	AAAAHF010000001-AAAAHF010000492	492	4500714	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214408	SRR7172295	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
163	Escherichia coli	AAAAHG.gz	AAAAHG020000001-AAAAHG020000214	214	5250470	BCT	2018-05-17	2020-03-03	PRJNA315192	SAMN09214237	SRR7172057	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
164	Salmonella enterica subsp. enterica serovar Typhimurium	AAAAHH.gz	AAAAHH010000001-AAAAHH010000068	68	4791682	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214738	SRR7172599	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
165	Salmonella enterica subsp. enterica serovar Panama	AAAAHI.gz	AAAAHI010000001-AAAAHI010000104	104	4516488	BCT	2018-05-22	2019-02-11	PRJNA293224	SAMN08951142	SRR7186446	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
166	Salmonella enterica subsp. enterica serovar Litchfield	AAAAHJ.gz	AAAAHJ010000001-AAAAHJ010000048	48	4658710	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214696	SRR7172578	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
167	Salmonella enterica subsp. enterica serovar Typhimurium	AAAAHK.gz	AAAAHK010000001-AAAAHK010000057	57	4764428	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214730	SRR7172595	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
168	Shigella flexneri	AAAAHL.gz	AAAAHL010000001-AAAAHL010000421	421	4389371	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214390	SRR7172270	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
169	Escherichia coli	AAAAHM.gz	AAAAHM020000001-AAAAHM020000380	380	5026913	BCT	2018-05-17	2020-03-04	PRJNA315192	SAMN09214361	SRR7172261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
170	Salmonella enterica subsp. enterica serovar Orion	AAAAHN.gz	AAAAHN010000001-AAAAHN010000064	64	4633346	BCT	2018-05-22	2019-02-11	PRJNA293224	SAMN08951162	SRR7185127	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
171	Shigella sonnei	AAAAHO.gz	AAAAHO010000001-AAAAHO010000462	462	4772877	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214398	SRR7172303	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
172	Salmonella enterica subsp. enterica serovar Schwarzengrund	AAAAHP.gz	AAAAHP010000001-AAAAHP010000133	133	4878757	BCT	2018-05-22	2019-02-11	PRJNA293224	SAMN08951138	SRR7186256	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
173	Salmonella enterica	AAAAHQ.gz	AAAAHQ010000001-AAAAHQ010000057	57	4761429	BCT	2018-05-22	2019-02-11	PRJNA186035	SAMN09221612	SRR7178518	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
174	Salmonella enterica subsp. enterica serovar Newport	AAAAHR.gz	AAAAHR010000001-AAAAHR010000084	84	4910437	BCT	2018-05-22	2019-02-11	PRJNA293224	SAMN08951160	SRR7185131	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
175	Shigella flexneri	AAAAHS.gz	AAAAHS010000001-AAAAHS010000399	399	4426015	BCT	2018-05-17	2019-02-11	PRJNA248792	SAMN09214759	SRR7172607	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
176	Salmonella enterica	AAAAHT.gz	AAAAHT010000001-AAAAHT010000031	31	4620413	BCT	2018-05-22	2019-02-11	PRJNA186035	SAMN09221857	SRR7178792	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
177	Salmonella enterica subsp. enterica serovar Muenchen	AAAAHU.gz	AAAAHU010000001-AAAAHU010000034	34	4632199	BCT	2018-05-22	2019-02-11	PRJNA293224	SAMN08951165	SRR7186257	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
178	Salmonella enterica	AAAAHV.gz	AAAAHV010000001-AAAAHV010000032	32	4675123	BCT	2018-05-22	2019-02-11	PRJNA186035	SAMN09227297	SRR7186461	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
179	Salmonella enterica subsp. enterica serovar Braenderup	AAAAHW.gz	AAAAHW020000001-AAAAHW020000049	49	4804402	BCT	2018-05-22	2020-09-25	PRJNA186035	SAMN09227287	SRR7186455	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
180	Salmonella enterica subsp. enterica serovar Lexington	AAAAHX.gz	AAAAHX010000001-AAAAHX010000039	39	4897781	BCT	2018-05-22	2020-03-09	PRJNA186035	SAMN09215328	SRR7186457	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
181	Salmonella enterica	AAAAHY.gz	AAAAHY010000001-AAAAHY010000065	65	5069849	BCT	2018-05-22	2019-02-11	PRJNA186035	SAMN09227279	SRR7186451	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
182	Shigella flexneri	AAAAHZ.gz	AAAAHZ010000001-AAAAHZ010000460	460	4399274	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222038	SRR7179822	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
183	Shigella sonnei	AAAAIA.gz	AAAAIA010000001-AAAAIA010000418	418	4650161	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222118	SRR7179951	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
184	Salmonella enterica subsp. diarizonae	AAAAIB.gz	AAAAIB010000001-AAAAIB010000067	67	4838814	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222440	SRR7180166	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
185	Shigella flexneri	AAAAIC.gz	AAAAIC010000001-AAAAIC010000372	372	4422765	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222104	SRR7179906	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
186	Escherichia coli	AAAAID.gz	AAAAID010000001-AAAAID010000092	92	5100677	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225317	SRR7184211	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
187	Escherichia coli	AAAAIE.gz	AAAAIE030000001-AAAAIE030000238	238	5286623	BCT	2018-05-23	2025-02-21	PRJNA315192	SAMN09225316	SRR7184214	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
188	Escherichia coli	AAAAIF.gz	AAAAIF010000001-AAAAIF010000201	201	5139333	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222112	SRR7179943	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
189	Escherichia coli	AAAAIG.gz	AAAAIG030000001-AAAAIG030000348	348	5345845	BCT	2018-05-23	2025-02-21	PRJNA315192	SAMN09222056	SRR7179875	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
190	Escherichia coli	AAAAIH.gz	AAAAIH020000001-AAAAIH020000275	275	5258175	BCT	2018-05-23	2020-03-07	PRJNA315192	SAMN09225217	SRR7184208	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
191	Shigella sonnei	AAAAII.gz	AAAAII010000001-AAAAII010000430	430	4468735	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225341	SRR7184223	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
192	Salmonella enterica subsp. enterica serovar Dublin	AAAAIJ.gz	AAAAIJ010000001-AAAAIJ010000051	51	4988150	BCT	2018-05-23	2019-02-11	PRJNA338674	SAMN08744581	SRR7196769	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
193	Shigella sonnei	AAAAIK.gz	AAAAIK010000001-AAAAIK010000450	450	4572341	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225375	SRR7184248	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
194	Escherichia coli	AAAAIL.gz	AAAAIL020000001-AAAAIL020000245	245	5088697	BCT	2018-05-23	2020-03-07	PRJNA315192	SAMN09225425	SRR7184344	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
195	Shigella sonnei	AAAAIM.gz	AAAAIM010000001-AAAAIM010000496	496	4782268	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09222197	SRR7179994	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
196	Escherichia coli	AAAAIN.gz	AAAAIN030000001-AAAAIN030000257	257	5337500	BCT	2018-05-23	2025-02-21	PRJNA315192	SAMN09225587	SRR7184386	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
197	Shigella flexneri	AAAAIO.gz	AAAAIO010000001-AAAAIO010000392	392	4356242	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225472	SRR7184362	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
198	Shigella boydii	AAAAIP.gz	AAAAIP010000001-AAAAIP010000464	464	4359055	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225378	SRR7184258	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
199	Salmonella enterica subsp. enterica serovar Panama	AAAAIQ.gz	AAAAIQ010000001-AAAAIQ010000048	48	4568280	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225691	SRR7184527	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
200	Escherichia coli	AAAAIR.gz	AAAAIR020000001-AAAAIR020000287	287	5411893	BCT	2018-05-23	2020-03-07	PRJNA315192	SAMN09225601	SRR7184391	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
201	Shigella sonnei	AAAAIS.gz	AAAAIS010000001-AAAAIS010000449	449	4481300	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225598	SRR7184387	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
202	Salmonella enterica subsp. enterica serovar Stanley	AAAAIT.gz	AAAAIT010000001-AAAAIT010000070	70	4796662	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225707	SRR7184544	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
203	Shigella sonnei	AAAAIU.gz	AAAAIU010000001-AAAAIU010000470	470	4745835	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225576	SRR7184373	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
204	Shigella flexneri	AAAAIV.gz	AAAAIV010000001-AAAAIV010000336	336	4474062	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225392	SRR7184265	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
205	Salmonella enterica subsp. enterica serovar Nottingham	AAAAIW.gz	AAAAIW010000001-AAAAIW010000039	39	4789303	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225709	SRR7184534	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
206	Salmonella enterica subsp. enterica	AAAAIX.gz	AAAAIX010000001-AAAAIX010000089	89	4901953	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225714	SRR7184574	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
207	Salmonella enterica subsp. enterica serovar Agona	AAAAIY.gz	AAAAIY010000001-AAAAIY010000065	65	4765729	BCT	2018-05-24	2019-02-11	PRJNA248792	SAMN09225766	SRR7184587	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
208	Salmonella enterica subsp. enterica serovar Coeln	AAAAIZ.gz	AAAAIZ010000001-AAAAIZ010000042	42	4614752	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225738	SRR7184554	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
209	Shigella sonnei	AAAAJA.gz	AAAAJA010000001-AAAAJA010000445	445	4482128	BCT	2018-05-24	2019-02-11	PRJNA248792	SAMN09227722	SRR7187006	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
210	Salmonella enterica subsp. enterica serovar Braenderup	AAAAJB.gz	AAAAJB010000001-AAAAJB010000048	48	4688094	BCT	2018-05-23	2019-02-11	PRJNA248792	SAMN09225752	SRR7184582	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
